location,query,imp_lat,imp_lng
091XX Hayne Blvd,"9100 Hayne Blvd, New Orleans, LA",30.045108,-89.99273
081XX Hayne Blvd,"8100 Hayne Blvd, New Orleans, LA",30.041175,-90.002044
023XX Barracks St,"2300 Barracks St, New Orleans, LA",29.972438,-90.074605
080XX Spruce St,"8000 Spruce St, New Orleans, LA",29.952249,-90.122948
034XX N Villere St,"3400 N Villere St, New Orleans, LA",29.969677,-90.039488
006XX Saint Maurice Ave,"600 Saint Maurice Ave, New Orleans, LA",29.954803,-90.012454
043XX America St,"4300 America St, New Orleans, LA",30.012918,-90.009119
062XX Marshall Foch St,"6200 Marshall Foch St, New Orleans, LA",30.0025944,-90.1041874
026XX Cambronne St,"2600 Cambronne St, New Orleans, LA",29.959693,-90.12146
020XX Saint Nick Dr,"2000 Saint Nick Dr, New Orleans, LA",,
009XX Carondelet St,"900 Carondelet St, New Orleans, LA",29.944517,-90.073323
034XX Burgundy St,"3400 Burgundy St, New Orleans, LA",29.9643446,-90.0410125
057XX Eastover Dr,"5700 Eastover Dr, New Orleans, LA",30.043039,-89.946616
022XX Poydras St,"2200 Poydras St, New Orleans, LA",29.95578,-90.088379
044XX Saint Roch Ave,"4400 Saint Roch Ave, New Orleans, LA",30.002626,-90.055145
017XX Patterson Dr,"1700 Patterson Dr, New Orleans, LA",29.9201526,-89.9717201
032XX Toulouse St,"3200 Toulouse St, New Orleans, LA",29.9731653,-90.0895838
015XX Broadway St,"1500 Broadway St, New Orleans, LA",29.9448521,-90.1211977
015XX Arts St,"1500 Arts St, New Orleans, LA",29.97314,-90.050293
055XX S Saratoga St,"5500 S Saratoga St, New Orleans, LA",29.931596,-90.113339
002XX Iberville St,"200 Iberville St, New Orleans, LA",29.9516989,-90.0646591
025XX Law St,"2500 Law St, New Orleans, LA",29.983956,-90.053078
050XX Bullard Ave,"5000 Bullard Ave, New Orleans, LA",30.028837,-89.948232
012XX Josephine St,"1200 Josephine St, New Orleans, LA",29.931121,-90.076603
014XX Oretha Castle Haley Blvd,"1400 Oretha Castle Haley Blvd, New Orleans, LA",29.94167,-90.078606
026XX St Claude Ave,"2600 St Claude Ave, New Orleans, LA",29.9686793,-90.0500421
044XX Stemway Dr,"4400 Stemway Dr, New Orleans, LA",30.012502,-90.018196
041XX Elba St,"4100 Elba St, New Orleans, LA",29.9522848,-90.1043173
006XX Bouny St,"600 Bouny St, New Orleans, LA",29.9496058,-90.0526226
041XX Toulouse St,"4100 Toulouse St, New Orleans, LA",29.978207,-90.096972
019XX W Homestead Dr,"1900 W Homestead Dr, New Orleans, LA",29.9372083,-90.0195481
012XX Terry St,"1200 Terry St, New Orleans, LA",29.942414,-90.019252
044XX Tchoupitoulas St,"4400 Tchoupitoulas St, New Orleans, LA",29.917039,-90.101362
004XX Josephine St,"400 Josephine St, New Orleans, LA",29.923983,-90.070489
030XX Freret St,"3000 Freret St, New Orleans, LA",29.9371183,-90.0938176
007XX Robert St,"700 Robert St, New Orleans, LA",29.918398,-90.109292
061XX Pratt Dr,"6100 Pratt Dr, New Orleans, LA",30.0199711,-90.0715906
037XX Thalia St,"3700 Thalia St, New Orleans, LA",29.951305,-90.095564
014XX Nunez St,"1400 Nunez St, New Orleans, LA",29.9411748,-90.0502913
053XX Burgundy St,"5300 Burgundy St, New Orleans, LA",29.95976,-90.020243
045XX Bancroft Dr,"4500 Bancroft Dr, New Orleans, LA",30.0026224,-90.0833646
006XX France St,"600 France St, New Orleans, LA",29.960245,-90.035149
041XX Bienville St,"4100 Bienville St, New Orleans, LA",29.976458,-90.09959
001XX Veterans Blvd,"100 Veterans Blvd, New Orleans, LA",29.9988692,-90.1171061
058XX Marshall Foch St,"5800 Marshall Foch St, New Orleans, LA",29.9953997,-90.1050571
019XX Reynes St,"1900 Reynes St, New Orleans, LA",29.970927,-90.019586
024XX Saint Roch Ave,"2400 Saint Roch Ave, New Orleans, LA",30.014022,-90.0558601
085XX Willow St,"8500 Willow St, New Orleans, LA",29.951524,-90.131809
063XX York St,"6300 York St, New Orleans, LA",29.949236,-90.112348
022XX Joliet St,"2200 Joliet St, New Orleans, LA",29.957321,-90.125564
011XX Napoleon Ave,"1100 Napoleon Ave, New Orleans, LA",29.922958,-90.101919
020XX Burdette St,"2000 Burdette St, New Orleans, LA",29.9511613,-90.1211561
010XX S Genois St,"1000 S Genois St, New Orleans, LA",29.961763,-90.104147
059XX Saint Roch Ave,"5900 Saint Roch Ave, New Orleans, LA",30.019272,-90.05639
066XX Curran Blvd,"6600 Curran Blvd, New Orleans, LA",30.032615,-90.016742
078XX Earhart Blvd,"7800 Earhart Blvd, New Orleans, LA",29.9595335,-90.1124042
049XX Loyola Ave,"4900 Loyola Ave, New Orleans, LA",29.9319094,-90.1075275
009XX French St,"900 French St, New Orleans, LA",30.002363,-90.103861
019XX Short St,"1900 Short St, New Orleans, LA",29.951664,-90.123505
003XX 30th St,"300 30th St, New Orleans, LA",30.0080513,-90.1188515
073XX Drexel Dr,"7300 Drexel Dr, New Orleans, LA",29.9603848,-90.1013751
031XX Mansfield Ave,"3100 Mansfield Ave, New Orleans, LA",29.9197781,-89.9810575
131XX St Stephen Dr,"13100 St Stephen Dr, New Orleans, LA",30.059166,-89.9553055
074XX Beau St,"7400 Beau St, New Orleans, LA",30.0275868,-90.0225676
011XX Leonidas St,"1100 Leonidas St, New Orleans, LA",29.9502066,-90.1347473
029XX Holiday Dr,"2900 Holiday Dr, New Orleans, LA",29.925255,-90.013717
020XX Banks St,"2000 Banks St, New Orleans, LA",29.9732935,-90.1050969
005XX S St Patrick St,"500 S St Patrick St, New Orleans, LA",29.975102,-90.10998
037XX Baudin St,"3700 Baudin St, New Orleans, LA",29.968437,-90.100083
056XX E Forest Isle Ct,"5600 E Forest Isle Ct, New Orleans, LA",29.901542,-89.992886
014XX St Charles Ave,"1400 St Charles Ave, New Orleans, LA",29.9394979,-90.074697
009XX N Johnson St,"900 N Johnson St, New Orleans, LA",29.968078,-90.075393
047XX Longfellow Dr,"4700 Longfellow Dr, New Orleans, LA",30.0204452,-89.9783478
045XX S Johnson St,"4500 S Johnson St, New Orleans, LA",29.94381,-90.105205
034XX Caesar Dr,"3400 Caesar Dr, New Orleans, LA",,
071XX S Claiborne Ave,"7100 S Claiborne Ave, New Orleans, LA",29.950016,-90.115824
002XX Julia St,"200 Julia St, New Orleans, LA",29.9442512,-90.0648936
003XX City Park Ave,"300 City Park Ave, New Orleans, LA",29.98309,-90.1081055
012XX Joliet St,"1200 Joliet St, New Orleans, LA",29.950235,-90.133145
009XX Lizardi St,"900 Lizardi St, New Orleans, LA",29.960204,-90.021297
036XX N Miro St,"3600 N Miro St, New Orleans, LA",29.977604,-90.035304
007XX Flood St,"700 Flood St, New Orleans, LA",29.9574319,-90.0182588
062XX Stratford Pl,"6200 Stratford Pl, New Orleans, LA",29.912579,-89.988361
016XX Peniston St,"1600 Peniston St, New Orleans, LA",29.92717,-90.09569
039XX 4th St,"3900 4th St, New Orleans, LA",,
067XX E Hermes St,"6700 E Hermes St, New Orleans, LA",30.0220443,-90.0158207
043XX Tchoupitoulas St,"4300 Tchoupitoulas St, New Orleans, LA",29.917148,-90.099957
024XX Toledano St,"2400 Toledano St, New Orleans, LA",29.936126,-90.093981
068XX W Coronet Ct,"6800 W Coronet Ct, New Orleans, LA",30.0255003,-90.0014045
014XX Clouet St,"1400 Clouet St, New Orleans, LA",29.97077,-90.043368
035XX Meadow Park Ln,"3500 Meadow Park Ln, New Orleans, LA",29.900072,-89.996952
021XX S Robertson St,"2100 S Robertson St, New Orleans, LA",29.9423289,-90.0868459
016XX Leonidas St,"1600 Leonidas St, New Orleans, LA",29.953748,-90.130913
124XX Morrison Rd,"12400 Morrison Rd, New Orleans, LA",30.032862,-90.0033338
079XX Lafourche St,"7900 Lafourche St, New Orleans, LA",30.0504651,-89.9780147
017XX Eagle St,"1700 Eagle St, New Orleans, LA",29.955749,-90.131797
005XX Tullis Dr,"500 Tullis Dr, New Orleans, LA",29.906278,-90.016336
006XX Constance St,"600 Constance St, New Orleans, LA",29.947514,-90.067714
014XX Baronne St,"1400 Baronne St, New Orleans, LA",29.941004,-90.077414
056XX Lewis Rd,"5600 Lewis Rd, New Orleans, LA",30.022126,-90.025236
045XX Loyola Ave,"4500 Loyola Ave, New Orleans, LA",29.932187,-90.104061
041XX Clio St,"4100 Clio St, New Orleans, LA",29.955153,-90.09856
004XX Joseph St,"400 Joseph St, New Orleans, LA",29.917628,-90.118087
017XX S Dupre St,"1700 S Dupre St, New Orleans, LA",29.951854,-90.102005
087XX Pear St,"8700 Pear St, New Orleans, LA",29.972856,-90.11204
051XX Lafaye St,"5100 Lafaye St, New Orleans, LA",30.010743,-90.04899
021XX Peniston St,"2100 Peniston St, New Orleans, LA",29.932037,-90.097006
075XX Oak St,"7500 Oak St, New Orleans, LA",29.9434449,-90.1250906
012XX Poydras St,"1200 Poydras St, New Orleans, LA",29.950699,-90.076045
012XX Tchoupitoulas,"1200 Tchoupitoulas, New Orleans, LA",29.938915,-90.066778
026XX S Dorgenois St,"2600 S Dorgenois St, New Orleans, LA",29.950286,-90.098165
032XX Edith Weston Pl,"3200 Edith Weston Pl, New Orleans, LA",29.988903,-90.031005
020XX Marengo St,"2000 Marengo St, New Orleans, LA",29.930839,-90.0991262
024XX Almonaster Ave,"2400 Almonaster Ave, New Orleans, LA",29.982559,-90.04631
022XX Jackson Ave,"2200 Jackson Ave, New Orleans, LA",29.9399484,-90.0857758
039XX Paris Ave,"3900 Paris Ave, New Orleans, LA",29.997182,-90.0739482
036XX Leonidas St,"3600 Leonidas St, New Orleans, LA",29.9681,-90.115568
090XX Lake Forest Blvd,"9000 Lake Forest Blvd, New Orleans, LA",30.0282927,-89.9851157
073XX Alabama St,"7300 Alabama St, New Orleans, LA",30.026567,-90.023858
027XX Milan St,"2700 Milan St, New Orleans, LA",29.9374624,-90.1009092
008XX N Derbigny St,"800 N Derbigny St, New Orleans, LA",29.9658528,-90.0732972
019XX Burdette St,"1900 Burdette St, New Orleans, LA",29.950428,-90.121955
089XX Airline Hwy,"8900 Airline Hwy, New Orleans, LA",,
065XX Chef Menteur Hwy,"6500 Chef Menteur Hwy, New Orleans, LA",30.0105482,-90.013667
018XX 6th St,"1800 6th St, New Orleans, LA",29.931942,-90.088753
012XX Treme St,"1200 Treme St, New Orleans, LA",29.965912,-90.066361
061XX Colbert St,"6100 Colbert St, New Orleans, LA",30.001433,-90.111897
043XX Hollygrove St,"4300 Hollygrove St, New Orleans, LA",29.9756956,-90.1136217
060XX Shetland Dr,"6000 Shetland Dr, New Orleans, LA",29.9253144,-89.9927519
017XX Deslonde St,"1700 Deslonde St, New Orleans, LA",29.9692761,-90.0222553
077XX Patterson Dr,"7700 Patterson Dr, New Orleans, LA",29.944108,-90.017548
055XX Wickfield Dr,"5500 Wickfield Dr, New Orleans, LA",30.01423,-90.068568
235XX Chef Menteur Hwy,"23500 Chef Menteur Hwy, New Orleans, LA",30.0075643,-90.0298731
015XX Athis St,"1500 Athis St, New Orleans, LA",30.0164691,-90.0769261
031XX S Liberty St,"3100 S Liberty St, New Orleans, LA",29.9352919,-90.0925631
023XX Jena St,"2300 Jena St, New Orleans, LA",29.9333317,-90.1042003
040XX N Claiborne Ave,"4000 N Claiborne Ave, New Orleans, LA",29.970596,-90.033765
014XX Tupelo St,"1400 Tupelo St, New Orleans, LA",29.96294,-90.010005
008XX Pauline St,"800 Pauline St, New Orleans, LA",29.963016,-90.038266
047XX Allen St,"4700 Allen St, New Orleans, LA",30.0057119,-90.0671341
014XX Saint Mary St,"1400 Saint Mary St, New Orleans, LA",29.933757,-90.076194
016XX Patterson Dr,"1600 Patterson Dr, New Orleans, LA",29.9441256,-90.0175821
026XX Dryades St,"2600 Dryades St, New Orleans, LA",29.934256,-90.086248
041XX Gibson St,"4100 Gibson St, New Orleans, LA",29.999075,-90.076291
005XX Patterson St,"500 Patterson St, New Orleans, LA",,
026XX Hyman Pl,"2600 Hyman Pl, New Orleans, LA",29.927577,-90.0063903
036XX Jumonville St,"3600 Jumonville St, New Orleans, LA",29.9938522,-90.0783033
025XX N Tonti St,"2500 N Tonti St, New Orleans, LA",29.98099,-90.051815
067XX Cindy Pl,"6700 Cindy Pl, New Orleans, LA",30.028786,-89.985497
024XX Fern St,"2400 Fern St, New Orleans, LA",29.954835,-90.118728
033XX Hollygrove St,"3300 Hollygrove St, New Orleans, LA",29.968605,-90.121062
088XX Pear St,"8800 Pear St, New Orleans, LA",29.973529,-90.112867
009XX Tupelo St,"900 Tupelo St, New Orleans, LA",29.957938,-90.012214
032XX N Galvez St,"3200 N Galvez St, New Orleans, LA",29.977384,-90.039248
020XX Oretha Castle Haley Blvd,"2000 Oretha Castle Haley Blvd, New Orleans, LA",29.9382475,-90.081453
030XX Law St,"3000 Law St, New Orleans, LA",29.983156,-90.040279
044XX Prytania St,"4400 Prytania St, New Orleans, LA",29.924942,-90.102151
010XX Saint Maurice Ave,"1000 Saint Maurice Ave, New Orleans, LA",29.958463,-90.010699
069XX Ridgefield Dr,"6900 Ridgefield Dr, New Orleans, LA",30.057159,-89.945585
033XX Nolan St,"3300 Nolan St, New Orleans, LA",29.9198738,-89.9735326
027XX Eton St,"2700 Eton St, New Orleans, LA",29.9254476,-89.9972518
025XX Saint Anthony St,"2500 Saint Anthony St, New Orleans, LA",29.982584,-90.06277
017XX Mlk Blvd,"1700 Mlk Blvd, New Orleans, LA",,
004XX Olivier St,"400 Olivier St, New Orleans, LA",29.9519988,-90.0498535
027XX Cupid St,"2700 Cupid St, New Orleans, LA",29.925704,-90.00891
082XX Green St,"8200 Green St, New Orleans, LA",29.951644,-90.127043
026XX Gen Degaulle Dr,"2600 Gen Degaulle Dr, New Orleans, LA",,
020XX Painters St,"2000 Painters St, New Orleans, LA",29.9782192,-90.0496728
078XX Henley St,"7800 Henley St, New Orleans, LA",30.0324396,-90.0191385
002XX Whitney Ave,"200 Whitney Ave, New Orleans, LA",29.953758,-90.040084
009XX Erato St,"900 Erato St, New Orleans, LA",29.938706,-90.068698
032XX Washington Ave,"3200 Washington Ave, New Orleans, LA",29.9442223,-90.096045
058XX Clara St,"5800 Clara St, New Orleans, LA",29.938523,-90.113685
028XX Almonaster Ave,"2800 Almonaster Ave, New Orleans, LA",29.9865677,-90.0442962
065XX Pratt Dr,"6500 Pratt Dr, New Orleans, LA",30.0296035,-90.0752637
055XX Paris Ave,"5500 Paris Ave, New Orleans, LA",30.0140198,-90.0760265
015XX Andry St,"1500 Andry St, New Orleans, LA",29.96596,-90.017231
081XX Hayne Blv,"8100 Hayne Blv, New Orleans, LA",,
099XX Hayne Blv,"9900 Hayne Blv, New Orleans, LA",,
025XX Lapeyrouse St,"2500 Lapeyrouse St, New Orleans, LA",29.978345,-90.07409
002XX 10th St,"200 10th St, New Orleans, LA",30.000428,-90.1175943
055XX Chamberlain Dr,"5500 Chamberlain Dr, New Orleans, LA",30.0134999,-90.0741144
040XX Eden St,"4000 Eden St, New Orleans, LA",29.951505,-90.101296
037XX General Pershing St,"3700 General Pershing St, New Orleans, LA",29.946805,-90.102956
039XX Dauphine St,"3900 Dauphine St, New Orleans, LA",29.962547,-90.0372347
026XX Saint Ann St,"2600 Saint Ann St, New Orleans, LA",29.9703794,-90.0811467
031XX Cleveland Ave,"3100 Cleveland Ave, New Orleans, LA",29.967328,-90.092337
048XX Stemway Dr,"4800 Stemway Dr, New Orleans, LA",30.0180728,-90.0188567
041XX Woodland Dr,"4100 Woodland Dr, New Orleans, LA",29.9043064,-89.9916705
016XX Dumaine St,"1600 Dumaine St, New Orleans, LA",29.9648901,-90.0712681
071XX Oleander St,"7100 Oleander St, New Orleans, LA",29.957849,-90.109791
086XX Apple St,"8600 Apple St, New Orleans, LA",29.960905,-90.123308
011XX Desire St,"1100 Desire St, New Orleans, LA",29.967062,-90.040517
046XX Papania Dr,"4600 Papania Dr, New Orleans, LA",30.022248,-89.959435
083XX Willow St,"8300 Willow St, New Orleans, LA",29.9502141,-90.1302371
049XX Lennox Blvd,"4900 Lennox Blvd, New Orleans, LA",29.9099114,-90.007762
003XX Picayune Pl,"300 Picayune Pl, New Orleans, LA",29.950664,-90.068113
002XX Robert E Lee Blvd,"200 Robert E Lee Blvd, New Orleans, LA",30.019738,-90.1123416
070XX Pontchartrain Blvd,"7000 Pontchartrain Blvd, New Orleans, LA",30.018408,-90.114936
029XX Florida Ave,"2900 Florida Ave, New Orleans, LA",29.9856849,-90.0454503
062XX Tchoupitoulas St,"6200 Tchoupitoulas St, New Orleans, LA",29.9361264,-90.0666432
053XX Laurel St,"5300 Laurel St, New Orleans, LA",29.9181999,-90.113312
088XX Lake Forest Blvd,"8800 Lake Forest Blvd, New Orleans, LA",30.0280986,-89.9868506
026XX Abundance St,"2600 Abundance St, New Orleans, LA",29.989295,-90.048961
011XX Lowerline St,"1100 Lowerline St, New Orleans, LA",29.942416,-90.125145
XX Versailles Blvd,"XX Versailles Blvd, New Orleans, LA",29.9516442,-90.11232
011XX N Miro St,"1100 N Miro St, New Orleans, LA",29.970975,-90.075607
086XX Palmetto St,"8600 Palmetto St, New Orleans, LA",29.9704393,-90.1152077
019XX Old Prieur St,"1900 Old Prieur St, New Orleans, LA",29.97774,-90.065351
085XX Spruce St,"8500 Spruce St, New Orleans, LA",29.9557414,-90.127301
024XX Soniat St,"2400 Soniat St, New Orleans, LA",29.9360858,-90.1094857
023XX Royal St,"2300 Royal St, New Orleans, LA",29.96461,-90.05507
029XX Republic St,"2900 Republic St, New Orleans, LA",29.987203,-90.070405
006XX Majestic Pl,"600 Majestic Pl, New Orleans, LA",29.940951,-90.049061
078XX Darleen Ct,"7800 Darleen Ct, New Orleans, LA",30.065533,-89.954653
052XX Lakeshore Dr,"5200 Lakeshore Dr, New Orleans, LA",30.0201853,-90.1135373
051XX E Lemans St,"5100 E Lemans St, New Orleans, LA",30.0404764,-89.9225528
076XX Lady Gray St,"7600 Lady Gray St, New Orleans, LA",30.047032,-89.976761
029XX Sullen Pl,"2900 Sullen Pl, New Orleans, LA",29.9226941,-89.9851115
034XX Huntlee Dr,"3400 Huntlee Dr, New Orleans, LA",29.919125,-90.004516
041XX Martin Luther King Jr Blvd,"4100 Martin Luther King Jr Blvd, New Orleans, LA",29.952787,-90.100336
013XX Josephine St,"1300 Josephine St, New Orleans, LA",29.931919,-90.077287
091XX Palmetto St,"9100 Palmetto St, New Orleans, LA",29.9703912,-90.1160202
009XX Homer St,"900 Homer St, New Orleans, LA",29.9461136,-90.0419048
020XX Conti St,"2000 Conti St, New Orleans, LA",29.963457,-90.078427
048XX Michoud Blvd,"4800 Michoud Blvd, New Orleans, LA",30.0249645,-89.9271767
062XX Louisville St,"6200 Louisville St, New Orleans, LA",30.003165,-90.110668
023XX Columbus St,"2300 Columbus St, New Orleans, LA",29.975325,-90.073458
013XX Constance St,"1300 Constance St, New Orleans, LA",29.936871,-90.070401
019XX 3rd St,"1900 3rd St, New Orleans, LA",29.9107129,-89.9721216
012XX Saint Philip St,"1200 Saint Philip St, New Orleans, LA",29.963667,-90.067396
025XX Elder St,"2500 Elder St, New Orleans, LA",29.994339,-90.051411
002XX Liberty Terrace Dr,"200 Liberty Terrace Dr, New Orleans, LA",,
016XX Reverend John Raphael Jr Way,"1600 Reverend John Raphael Jr Way, New Orleans, LA",29.94275,-90.084065
102XX S I-10 Service Rd,"10200 S I-10 Service Rd, New Orleans, LA",,
008XX Saint Charles Ave,"800 Saint Charles Ave, New Orleans, LA",29.9457479,-90.0715923
048XX Palace St,"4800 Palace St, New Orleans, LA",30.037838,-89.915955
028XX Potomac St,"2800 Potomac St, New Orleans, LA",29.9226849,-90.0332719
004XX Governor Nicholls St,"400 Governor Nicholls St, New Orleans, LA",29.960217,-90.058695
017XX N Dupre St,"1700 N Dupre St, New Orleans, LA",29.98222,-90.07557
029XX Lafitte St,"2900 Lafitte St, New Orleans, LA",29.9701606,-90.0858663
081XX Saint Charles Ave,"8100 Saint Charles Ave, New Orleans, LA",29.9430893,-90.1345918
007XX Downman Rd,"700 Downman Rd, New Orleans, LA",30.0094868,-90.0207253
046XX Dart St,"4600 Dart St, New Orleans, LA",29.955888,-90.106455
018XX N Dorgenois St,"1800 N Dorgenois St, New Orleans, LA",29.981952,-90.069736
019XX Napoleon Ave,"1900 Napoleon Ave, New Orleans, LA",29.929587,-90.102629
025XX Josephine St,"2500 Josephine St, New Orleans, LA",29.9246141,-90.0709232
078XX Pebble Dr,"7800 Pebble Dr, New Orleans, LA",30.0588034,-89.9619484
002XX Elmira Ave,"200 Elmira Ave, New Orleans, LA",29.954183,-90.046626
041XX Franklin Ave,"4100 Franklin Ave, New Orleans, LA",30.000999,-90.050317
020XX Egania St,"2000 Egania St, New Orleans, LA",29.971361,-90.01662
003XX Millaudon St,"300 Millaudon St, New Orleans, LA",29.9360393,-90.1317176
062XX Burgundy St,"6200 Burgundy St, New Orleans, LA",29.957277,-90.011003
066XX Crowder Blvd,"6600 Crowder Blvd, New Orleans, LA",30.0149478,-89.9882283
043XX Gen De Gaulle Dr,"4300 Gen De Gaulle Dr, New Orleans, LA",29.9189404,-90.0119029
007XX Le Boeuf St,"700 Le Boeuf St, New Orleans, LA",,
034XX London Ave,"3400 London Ave, New Orleans, LA",29.992419,-90.068552
073XX S Claiborne Ave,"7300 S Claiborne Ave, New Orleans, LA",29.952231,-90.116718
016XX Jefferson Ave,"1600 Jefferson Ave, New Orleans, LA",29.928766,-90.113081
003XX Diana St,"300 Diana St, New Orleans, LA",29.944418,-90.053204
036XX Pleasure St,"3600 Pleasure St, New Orleans, LA",29.99106,-90.030992
037XX Metropolitan St,"3700 Metropolitan St, New Orleans, LA",29.995778,-90.035601
073XX Washington Ave,"7300 Washington Ave, New Orleans, LA",29.9633033,-90.1078695
010XX Casa Calvo St,"1000 Casa Calvo St, New Orleans, LA",29.9444703,-90.034516
078XX Dorsett Dr,"7800 Dorsett Dr, New Orleans, LA",30.0544001,-89.9690463
056XX Saint Charles Ave,"5600 Saint Charles Ave, New Orleans, LA",29.929359,-90.115034
116XX Pressburg St,"11600 Pressburg St, New Orleans, LA",30.026413,-89.9506576
005XX S Carrollton Ave,"500 S Carrollton Ave, New Orleans, LA",29.942937,-90.134655
017XX Fern St,"1700 Fern St, New Orleans, LA",29.9496436,-90.1243196
020XX Baronne St,"2000 Baronne St, New Orleans, LA",29.9371813,-90.0806584
006XX 2nd St,"600 2nd St, New Orleans, LA",,
038XX Baudin St,"3800 Baudin St, New Orleans, LA",29.969026,-90.100935
023XX Lapeyrouse St,"2300 Lapeyrouse St, New Orleans, LA",29.9768598,-90.0720435
084XX Forshey St,"8400 Forshey St, New Orleans, LA",29.9645198,-90.1163857
018XX N Robertson St,"1800 N Robertson St, New Orleans, LA",29.972239,-90.061707
056XX Wright Rd,"5600 Wright Rd, New Orleans, LA",30.0444966,-89.9705843
022XX Cambronne St,"2200 Cambronne St, New Orleans, LA",29.95666,-90.124767
014XX Magnolia St,"1400 Magnolia St, New Orleans, LA",29.945533,-90.085359
012XX Burdette St,"1200 Burdette St, New Orleans, LA",29.945463,-90.127217
046XX Lurline St,"4600 Lurline St, New Orleans, LA",30.0196717,-89.9709123
021XX Barracks St,"2100 Barracks St, New Orleans, LA",29.971281,-90.072823
061XX Vicksburg St,"6100 Vicksburg St, New Orleans, LA",30.0010969,-90.1075089
048XX Papania Dr,"4800 Papania Dr, New Orleans, LA",30.0241364,-89.9600044
045XX Martin Luther King Jr Blvd,"4500 Martin Luther King Jr Blvd, New Orleans, LA",29.9551761,-90.1047466
034XX Saint Bernard Ave,"3400 Saint Bernard Ave, New Orleans, LA",29.9783021,-90.0687752
019XX Royal St,"1900 Royal St, New Orleans, LA",29.96413,-90.059129
003XX Jane Pl,"300 Jane Pl, New Orleans, LA",29.96422,-90.089655
057XX Crowder Blv,"5700 Crowder Blv, New Orleans, LA",,
017XX Rousselin Dr,"1700 Rousselin Dr, New Orleans, LA",29.980438,-90.072975
020XX Hope St,"2000 Hope St, New Orleans, LA",29.9842098,-90.0650325
061XX Curran Blvd,"6100 Curran Blvd, New Orleans, LA",30.03042,-90.0222688
020XX Robert E Lee Blvd,"2000 Robert E Lee Blvd, New Orleans, LA",30.0214624,-90.065492
050XX Westlake Dr,"5000 Westlake Dr, New Orleans, LA",30.0213143,-90.0099909
069XX General Diaz St,"6900 General Diaz St, New Orleans, LA",30.015752,-90.1037265
021XX Alvar St,"2100 Alvar St, New Orleans, LA",29.976273,-90.033357
120XX N I-10 Service Rd,"12000 N I-10 Service Rd, New Orleans, LA",,
011XX Burgundy St,"1100 Burgundy St, New Orleans, LA",29.963135,-90.064387
014XX Milton St,"1400 Milton St, New Orleans, LA",29.9955778,-90.077902
050XX Prytania St,"5000 Prytania St, New Orleans, LA",29.924523,-90.109032
001XX S Scott St,"100 S Scott St, New Orleans, LA",29.972924,-90.098623
121XX S I-10 Service Rd,"12100 S I-10 Service Rd, New Orleans, LA",,
054XX Edenboro Rd,"5400 Edenboro Rd, New Orleans, LA",,
029XX Napoleon Ave,"2900 Napoleon Ave, New Orleans, LA",29.939198,-90.103564
026XX Wabash St,"2600 Wabash St, New Orleans, LA",29.927565,-90.0320721
003XX Olivier St,"300 Olivier St, New Orleans, LA",29.953115,-90.0498078
033XX Clara St,"3300 Clara St, New Orleans, LA",29.9392137,-90.0961348
030XX Allen St,"3000 Allen St, New Orleans, LA",29.988508,-90.065553
034XX Saint Anthony Ave,"3400 Saint Anthony Ave, New Orleans, LA",29.992708,-90.063686
018XX N Rocheblave St,"1800 N Rocheblave St, New Orleans, LA",29.980935,-90.069662
056XX Bullard Ave,"5600 Bullard Ave, New Orleans, LA",30.037933,-89.954565
004XX 14th St,"400 14th St, New Orleans, LA",30.0016401,-90.1205412
024XX Peniston St,"2400 Peniston St, New Orleans, LA",29.9348782,-90.0979014
013XX Coliseum St,"1300 Coliseum St, New Orleans, LA",29.9301715,-90.0814789
007XX Gallier St,"700 Gallier St, New Orleans, LA",29.962598,-90.040896
027XX Allen St,"2700 Allen St, New Orleans, LA",29.984462,-90.065264
101XX Chef Menteur Hwy,"10100 Chef Menteur Hwy, New Orleans, LA",30.0182259,-89.9671655
077XX Panola St,"7700 Panola St, New Orleans, LA",29.951019,-90.11982
002XX 28th St,"200 28th St, New Orleans, LA",30.0072112,-90.1170765
006XX Dumaine St,"600 Dumaine St, New Orleans, LA",29.9590608,-90.0625203
061XX N Roman St,"6100 N Roman St, New Orleans, LA",29.966541,-90.007849
088XX Bunker Hill Rd,"8800 Bunker Hill Rd, New Orleans, LA",30.0324571,-89.9889336
047XX General Meyer Ave,"4700 General Meyer Ave, New Orleans, LA",29.933028,-90.005365
018XX Arts St,"1800 Arts St, New Orleans, LA",29.976123,-90.0505999
078XX Oleander St,"7800 Oleander St, New Orleans, LA",29.959747,-90.112078
021XX Tricou St,"2100 Tricou St, New Orleans, LA",29.969013,-90.004523
020XX Behrman Ave,"2000 Behrman Ave, New Orleans, LA",29.9326504,-90.0375652
041XX Marigny St,"4100 Marigny St, New Orleans, LA",30.000764,-90.058166
023XX Laurel St,"2300 Laurel St, New Orleans, LA",29.927215,-90.076408
047XX Redwood St,"4700 Redwood St, New Orleans, LA",30.021492,-89.9694546
066XX Marshall Foch St,"6600 Marshall Foch St, New Orleans, LA",30.0102277,-90.1033668
019XX Esplanade Ave,"1900 Esplanade Ave, New Orleans, LA",29.9711602,-90.0714982
015XX Robert C Blakes Sr Dr,"1500 Robert C Blakes Sr Dr, New Orleans, LA",,
049XX Saint Claude Ave,"4900 Saint Claude Ave, New Orleans, LA",29.9628055,-90.0240291
028XX Toulouse St,"2800 Toulouse St, New Orleans, LA",29.970496,-90.085478
